BEGIN parameter_data TABLE  
 nrow=2500 ncol=8 columnlabels 
ParamName	StartValue	GroupName	BetaAssoc	SenMethod	x1	x2	x3
HK0509	102.00000	hyd_con	1	1	850	1050	1
HK0510	102.00000	hyd_con	1	1	950	1050	1
HK0511	102.00000	hyd_con	1	1	1050	1050	1
HK0512	102.00000	hyd_con	1	1	1150	1050	1
HK0513	102.00000	hyd_con	1	1	1250	1050	1
HK0514	102.00000	hyd_con	1	1	1350	1050	1
HK0515	102.00000	hyd_con	1	1	1450	1050	1
HK0516	102.00000	hyd_con	1	1	1550	1050	1
HK0517	102.00000	hyd_con	1	1	1650	1050	1
HK0518	102.00000	hyd_con	1	1	1750	1050	1
HK0519	102.00000	hyd_con	1	1	1850	1050	1
HK0520	102.00000	hyd_con	1	1	1950	1050	1
HK0521	102.00000	hyd_con	1	1	2050	1050	1
HK0522	102.00000	hyd_con	1	1	2150	1050	1
HK0523	102.00000	hyd_con	1	1	2250	1050	1
HK0524	102.00000	hyd_con	1	1	2350	1050	1
HK0525	102.00000	hyd_con	1	1	2450	1050	1
HK0526	102.00000	hyd_con	1	1	2550	1050	1
HK0527	102.00000	hyd_con	1	1	2650	1050	1
HK0528	102.00000	hyd_con	1	1	2750	1050	1
HK0529	102.00000	hyd_con	1	1	2850	1050	1
HK0530	102.00000	hyd_con	1	1	2950	1050	1
HK0531	102.00000	hyd_con	1	1	3050	1050	1
HK0532	102.00000	hyd_con	1	1	3150	1050	1
HK0533	102.00000	hyd_con	1	1	3250	1050	1
HK0534	102.00000	hyd_con	1	1	3350	1050	1
HK0535	102.00000	hyd_con	1	1	3450	1050	1
HK0536	102.00000	hyd_con	1	1	3550	1050	1
HK0537	102.00000	hyd_con	1	1	3650	1050	1
HK0538	102.00000	hyd_con	1	1	3750	1050	1
HK0539	102.00000	hyd_con	1	1	3850	1050	1
HK0540	102.00000	hyd_con	1	1	3950	1050	1
HK0541	102.00000	hyd_con	1	1	4050	1050	1
HK0542	102.00000	hyd_con	1	1	4150	1050	1
HK0543	102.00000	hyd_con	1	1	4250	1050	1
HK0544	102.00000	hyd_con	1	1	4350	1050	1
HK0545	102.00000	hyd_con	1	1	4450	1050	1
HK0546	102.00000	hyd_con	1	1	4550	1050	1
HK0547	102.00000	hyd_con	1	1	4650	1050	1
HK0548	102.00000	hyd_con	1	1	4750	1050	1
HK0549	102.00000	hyd_con	1	1	4850	1050	1
HK0550	102.00000	hyd_con	1	1	4950	1050	1
HK0551	102.00000	hyd_con	1	1	50	1150	1
HK0552	102.00000	hyd_con	1	1	150	1150	1
HK0553	102.00000	hyd_con	1	1	250	1150	1
HK0554	102.00000	hyd_con	1	1	350	1150	1
HK0555	102.00000	hyd_con	1	1	450	1150	1
HK0556	102.00000	hyd_con	1	1	550	1150	1
HK0557	102.00000	hyd_con	1	1	650	1150	1
HK0558	102.00000	hyd_con	1	1	750	1150	1
HK0559	102.00000	hyd_con	1	1	850	1150	1
HK0560	102.00000	hyd_con	1	1	950	1150	1
HK0561	102.00000	hyd_con	1	1	1050	1150	1
HK0562	102.00000	hyd_con	1	1	1150	1150	1
HK0563	102.00000	hyd_con	1	1	1250	1150	1
HK0564	102.00000	hyd_con	1	1	1350	1150	1
HK0565	102.00000	hyd_con	1	1	1450	1150	1
HK0566	102.00000	hyd_con	1	1	1550	1150	1
HK0567	102.00000	hyd_con	1	1	1650	1150	1
HK0568	102.00000	hyd_con	1	1	1750	1150	1
HK0569	102.00000	hyd_con	1	1	1850	1150	1
HK0570	102.00000	hyd_con	1	1	1950	1150	1
HK0571	102.00000	hyd_con	1	1	2050	1150	1
HK0572	102.00000	hyd_con	1	1	2150	1150	1
HK0573	102.00000	hyd_con	1	1	2250	1150	1
HK0574	102.00000	hyd_con	1	1	2350	1150	1
HK0575	102.00000	hyd_con	1	1	2450	1150	1
HK0576	102.00000	hyd_con	1	1	2550	1150	1
HK0577	102.00000	hyd_con	1	1	2650	1150	1
HK0578	102.00000	hyd_con	1	1	2750	1150	1
HK0579	102.00000	hyd_con	1	1	2850	1150	1
HK0580	102.00000	hyd_con	1	1	2950	1150	1
HK0581	102.00000	hyd_con	1	1	3050	1150	1
HK0582	102.00000	hyd_con	1	1	3150	1150	1
HK0583	102.00000	hyd_con	1	1	3250	1150	1
HK0584	102.00000	hyd_con	1	1	3350	1150	1
HK0585	102.00000	hyd_con	1	1	3450	1150	1
HK0586	102.00000	hyd_con	1	1	3550	1150	1
HK0587	102.00000	hyd_con	1	1	3650	1150	1
HK0588	102.00000	hyd_con	1	1	3750	1150	1
HK0589	102.00000	hyd_con	1	1	3850	1150	1
HK0590	102.00000	hyd_con	1	1	3950	1150	1
HK0591	102.00000	hyd_con	1	1	4050	1150	1
HK0592	102.00000	hyd_con	1	1	4150	1150	1
HK0593	102.00000	hyd_con	1	1	4250	1150	1
HK0594	102.00000	hyd_con	1	1	4350	1150	1
HK0595	102.00000	hyd_con	1	1	4450	1150	1
HK0596	102.00000	hyd_con	1	1	4550	1150	1
HK0597	102.00000	hyd_con	1	1	4650	1150	1
HK0598	102.00000	hyd_con	1	1	4750	1150	1
HK0599	102.00000	hyd_con	1	1	4850	1150	1
HK0600	102.00000	hyd_con	1	1	4950	1150	1
HK0601	102.00000	hyd_con	1	1	50	1250	1
HK0602	102.00000	hyd_con	1	1	150	1250	1
HK0603	102.00000	hyd_con	1	1	250	1250	1
HK0604	102.00000	hyd_con	1	1	350	1250	1
HK0605	102.00000	hyd_con	1	1	450	1250	1
HK0606	102.00000	hyd_con	1	1	550	1250	1
HK0607	102.00000	hyd_con	1	1	650	1250	1
HK0608	102.00000	hyd_con	1	1	750	1250	1
HK0609	102.00000	hyd_con	1	1	850	1250	1
HK0610	102.00000	hyd_con	1	1	950	1250	1
HK0611	102.00000	hyd_con	1	1	1050	1250	1
HK0612	102.00000	hyd_con	1	1	1150	1250	1
HK0613	102.00000	hyd_con	1	1	1250	1250	1
HK0614	102.00000	hyd_con	1	1	1350	1250	1
HK0615	102.00000	hyd_con	1	1	1450	1250	1
HK0616	102.00000	hyd_con	1	1	1550	1250	1
HK0617	102.00000	hyd_con	1	1	1650	1250	1
HK0618	102.00000	hyd_con	1	1	1750	1250	1
HK0619	102.00000	hyd_con	1	1	1850	1250	1
HK0620	102.00000	hyd_con	1	1	1950	1250	1
HK0621	102.00000	hyd_con	1	1	2050	1250	1
HK0622	102.00000	hyd_con	1	1	2150	1250	1
HK0623	102.00000	hyd_con	1	1	2250	1250	1
HK0624	102.00000	hyd_con	1	1	2350	1250	1
HK0625	102.00000	hyd_con	1	1	2450	1250	1
HK0626	102.00000	hyd_con	1	1	2550	1250	1
HK0627	102.00000	hyd_con	1	1	2650	1250	1
HK0628	102.00000	hyd_con	1	1	2750	1250	1
HK0629	102.00000	hyd_con	1	1	2850	1250	1
HK0630	102.00000	hyd_con	1	1	2950	1250	1
HK0631	102.00000	hyd_con	1	1	3050	1250	1
HK0632	102.00000	hyd_con	1	1	3150	1250	1
HK0633	102.00000	hyd_con	1	1	3250	1250	1
HK0634	102.00000	hyd_con	1	1	3350	1250	1
HK0635	102.00000	hyd_con	1	1	3450	1250	1
HK0636	102.00000	hyd_con	1	1	3550	1250	1
HK0637	102.00000	hyd_con	1	1	3650	1250	1
HK0638	102.00000	hyd_con	1	1	3750	1250	1
HK0639	102.00000	hyd_con	1	1	3850	1250	1
HK0640	102.00000	hyd_con	1	1	3950	1250	1
HK0641	102.00000	hyd_con	1	1	4050	1250	1
HK0642	102.00000	hyd_con	1	1	4150	1250	1
HK0643	102.00000	hyd_con	1	1	4250	1250	1
HK0644	102.00000	hyd_con	1	1	4350	1250	1
HK0645	102.00000	hyd_con	1	1	4450	1250	1
HK0646	102.00000	hyd_con	1	1	4550	1250	1
HK0647	102.00000	hyd_con	1	1	4650	1250	1
HK0648	102.00000	hyd_con	1	1	4750	1250	1
HK0649	102.00000	hyd_con	1	1	4850	1250	1
HK0650	102.00000	hyd_con	1	1	4950	1250	1
HK0651	102.00000	hyd_con	1	1	50	1350	1
HK0652	102.00000	hyd_con	1	1	150	1350	1
HK0653	102.00000	hyd_con	1	1	250	1350	1
HK0654	102.00000	hyd_con	1	1	350	1350	1
HK0655	102.00000	hyd_con	1	1	450	1350	1
HK0656	102.00000	hyd_con	1	1	550	1350	1
HK0657	102.00000	hyd_con	1	1	650	1350	1
HK0658	102.00000	hyd_con	1	1	750	1350	1
HK0659	102.00000	hyd_con	1	1	850	1350	1
HK0660	102.00000	hyd_con	1	1	950	1350	1
HK0661	102.00000	hyd_con	1	1	1050	1350	1
HK0662	102.00000	hyd_con	1	1	1150	1350	1
HK0663	102.00000	hyd_con	1	1	1250	1350	1
HK0664	102.00000	hyd_con	1	1	1350	1350	1
HK0665	102.00000	hyd_con	1	1	1450	1350	1
HK0666	102.00000	hyd_con	1	1	1550	1350	1
HK0667	102.00000	hyd_con	1	1	1650	1350	1
HK0668	102.00000	hyd_con	1	1	1750	1350	1
HK0669	102.00000	hyd_con	1	1	1850	1350	1
HK0670	102.00000	hyd_con	1	1	1950	1350	1
HK0671	102.00000	hyd_con	1	1	2050	1350	1
HK0672	102.00000	hyd_con	1	1	2150	1350	1
HK0673	102.00000	hyd_con	1	1	2250	1350	1
HK0674	102.00000	hyd_con	1	1	2350	1350	1
HK0675	102.00000	hyd_con	1	1	2450	1350	1
HK0676	102.00000	hyd_con	1	1	2550	1350	1
HK0677	102.00000	hyd_con	1	1	2650	1350	1
HK0678	102.00000	hyd_con	1	1	2750	1350	1
HK0679	102.00000	hyd_con	1	1	2850	1350	1
HK0680	102.00000	hyd_con	1	1	2950	1350	1
HK0681	102.00000	hyd_con	1	1	3050	1350	1
HK0682	102.00000	hyd_con	1	1	3150	1350	1
HK0683	102.00000	hyd_con	1	1	3250	1350	1
HK0684	102.00000	hyd_con	1	1	3350	1350	1
HK0685	102.00000	hyd_con	1	1	3450	1350	1
HK0686	102.00000	hyd_con	1	1	3550	1350	1
HK0687	102.00000	hyd_con	1	1	3650	1350	1
HK0688	102.00000	hyd_con	1	1	3750	1350	1
HK0689	102.00000	hyd_con	1	1	3850	1350	1
HK0690	102.00000	hyd_con	1	1	3950	1350	1
HK0691	102.00000	hyd_con	1	1	4050	1350	1
HK0692	102.00000	hyd_con	1	1	4150	1350	1
HK0693	102.00000	hyd_con	1	1	4250	1350	1
HK0694	102.00000	hyd_con	1	1	4350	1350	1
HK0695	102.00000	hyd_con	1	1	4450	1350	1
HK0696	102.00000	hyd_con	1	1	4550	1350	1
HK0697	102.00000	hyd_con	1	1	4650	1350	1
HK0698	102.00000	hyd_con	1	1	4750	1350	1
HK0699	102.00000	hyd_con	1	1	4850	1350	1
HK0700	102.00000	hyd_con	1	1	4950	1350	1
HK0701	102.00000	hyd_con	1	1	50	1450	1
HK0702	102.00000	hyd_con	1	1	150	1450	1
HK0703	102.00000	hyd_con	1	1	250	1450	1
HK0704	102.00000	hyd_con	1	1	350	1450	1
HK0705	102.00000	hyd_con	1	1	450	1450	1
HK0706	102.00000	hyd_con	1	1	550	1450	1
HK0707	102.00000	hyd_con	1	1	650	1450	1
HK0708	102.00000	hyd_con	1	1	750	1450	1
HK0709	102.00000	hyd_con	1	1	850	1450	1
HK0710	102.00000	hyd_con	1	1	950	1450	1
HK0711	102.00000	hyd_con	1	1	1050	1450	1
HK0712	102.00000	hyd_con	1	1	1150	1450	1
HK0713	102.00000	hyd_con	1	1	1250	1450	1
HK0714	102.00000	hyd_con	1	1	1350	1450	1
HK0715	102.00000	hyd_con	1	1	1450	1450	1
HK0716	102.00000	hyd_con	1	1	1550	1450	1
HK0717	102.00000	hyd_con	1	1	1650	1450	1
HK0718	102.00000	hyd_con	1	1	1750	1450	1
HK0719	102.00000	hyd_con	1	1	1850	1450	1
HK0720	102.00000	hyd_con	1	1	1950	1450	1
HK0721	102.00000	hyd_con	1	1	2050	1450	1
HK0722	102.00000	hyd_con	1	1	2150	1450	1
HK0723	102.00000	hyd_con	1	1	2250	1450	1
HK0724	102.00000	hyd_con	1	1	2350	1450	1
HK0725	102.00000	hyd_con	1	1	2450	1450	1
HK0726	102.00000	hyd_con	1	1	2550	1450	1
HK0727	102.00000	hyd_con	1	1	2650	1450	1
HK0728	102.00000	hyd_con	1	1	2750	1450	1
HK0729	102.00000	hyd_con	1	1	2850	1450	1
HK0730	102.00000	hyd_con	1	1	2950	1450	1
HK0731	102.00000	hyd_con	1	1	3050	1450	1
HK0732	102.00000	hyd_con	1	1	3150	1450	1
HK0733	102.00000	hyd_con	1	1	3250	1450	1
HK0734	102.00000	hyd_con	1	1	3350	1450	1
HK0735	102.00000	hyd_con	1	1	3450	1450	1
HK0736	102.00000	hyd_con	1	1	3550	1450	1
HK0737	102.00000	hyd_con	1	1	3650	1450	1
HK0738	102.00000	hyd_con	1	1	3750	1450	1
HK0739	102.00000	hyd_con	1	1	3850	1450	1
HK0740	102.00000	hyd_con	1	1	3950	1450	1
HK0741	102.00000	hyd_con	1	1	4050	1450	1
HK0742	102.00000	hyd_con	1	1	4150	1450	1
HK0743	102.00000	hyd_con	1	1	4250	1450	1
HK0744	102.00000	hyd_con	1	1	4350	1450	1
HK0745	102.00000	hyd_con	1	1	4450	1450	1
HK0746	102.00000	hyd_con	1	1	4550	1450	1
HK0747	102.00000	hyd_con	1	1	4650	1450	1
HK0748	102.00000	hyd_con	1	1	4750	1450	1
HK0749	102.00000	hyd_con	1	1	4850	1450	1
HK0750	102.00000	hyd_con	1	1	4950	1450	1
HK0751	102.00000	hyd_con	1	1	50	1550	1
HK0752	102.00000	hyd_con	1	1	150	1550	1
HK0753	102.00000	hyd_con	1	1	250	1550	1
HK0754	102.00000	hyd_con	1	1	350	1550	1
HK0755	102.00000	hyd_con	1	1	450	1550	1
HK0756	102.00000	hyd_con	1	1	550	1550	1
HK0757	102.00000	hyd_con	1	1	650	1550	1
HK0758	102.00000	hyd_con	1	1	750	1550	1
HK0759	102.00000	hyd_con	1	1	850	1550	1
HK0760	102.00000	hyd_con	1	1	950	1550	1
HK0761	102.00000	hyd_con	1	1	1050	1550	1
HK0762	102.00000	hyd_con	1	1	1150	1550	1
HK0763	102.00000	hyd_con	1	1	1250	1550	1
HK0764	102.00000	hyd_con	1	1	1350	1550	1
HK0765	102.00000	hyd_con	1	1	1450	1550	1
HK0766	102.00000	hyd_con	1	1	1550	1550	1
HK0767	102.00000	hyd_con	1	1	1650	1550	1
HK0768	102.00000	hyd_con	1	1	1750	1550	1
HK0769	102.00000	hyd_con	1	1	1850	1550	1
HK0770	102.00000	hyd_con	1	1	1950	1550	1
HK0771	102.00000	hyd_con	1	1	2050	1550	1
HK0772	102.00000	hyd_con	1	1	2150	1550	1
HK0773	102.00000	hyd_con	1	1	2250	1550	1
HK0774	102.00000	hyd_con	1	1	2350	1550	1
HK0775	102.00000	hyd_con	1	1	2450	1550	1
HK0776	102.00000	hyd_con	1	1	2550	1550	1
HK0777	102.00000	hyd_con	1	1	2650	1550	1
HK0778	102.00000	hyd_con	1	1	2750	1550	1
HK0779	102.00000	hyd_con	1	1	2850	1550	1
HK0780	102.00000	hyd_con	1	1	2950	1550	1
HK0781	102.00000	hyd_con	1	1	3050	1550	1
HK0782	102.00000	hyd_con	1	1	3150	1550	1
HK0783	102.00000	hyd_con	1	1	3250	1550	1
HK0784	102.00000	hyd_con	1	1	3350	1550	1
HK0785	102.00000	hyd_con	1	1	3450	1550	1
HK0786	102.00000	hyd_con	1	1	3550	1550	1
HK0787	102.00000	hyd_con	1	1	3650	1550	1
HK0788	102.00000	hyd_con	1	1	3750	1550	1
HK0789	102.00000	hyd_con	1	1	3850	1550	1
HK0790	102.00000	hyd_con	1	1	3950	1550	1
HK0791	102.00000	hyd_con	1	1	4050	1550	1
HK0792	102.00000	hyd_con	1	1	4150	1550	1
HK0793	102.00000	hyd_con	1	1	4250	1550	1
HK0794	102.00000	hyd_con	1	1	4350	1550	1
HK0795	102.00000	hyd_con	1	1	4450	1550	1
HK0796	102.00000	hyd_con	1	1	4550	1550	1
HK0797	102.00000	hyd_con	1	1	4650	1550	1
HK0798	102.00000	hyd_con	1	1	4750	1550	1
HK0799	102.00000	hyd_con	1	1	4850	1550	1
HK0800	102.00000	hyd_con	1	1	4950	1550	1
HK0801	102.00000	hyd_con	1	1	50	1650	1
HK0802	102.00000	hyd_con	1	1	150	1650	1
HK0803	102.00000	hyd_con	1	1	250	1650	1
HK0804	102.00000	hyd_con	1	1	350	1650	1
HK0805	102.00000	hyd_con	1	1	450	1650	1
HK0806	102.00000	hyd_con	1	1	550	1650	1
HK0807	102.00000	hyd_con	1	1	650	1650	1
HK0808	102.00000	hyd_con	1	1	750	1650	1
HK0809	102.00000	hyd_con	1	1	850	1650	1
HK0810	102.00000	hyd_con	1	1	950	1650	1
HK0811	102.00000	hyd_con	1	1	1050	1650	1
HK0812	102.00000	hyd_con	1	1	1150	1650	1
HK0813	102.00000	hyd_con	1	1	1250	1650	1
HK0814	102.00000	hyd_con	1	1	1350	1650	1
HK0815	102.00000	hyd_con	1	1	1450	1650	1
HK0816	102.00000	hyd_con	1	1	1550	1650	1
HK0817	102.00000	hyd_con	1	1	1650	1650	1
HK0818	102.00000	hyd_con	1	1	1750	1650	1
HK0819	102.00000	hyd_con	1	1	1850	1650	1
HK0820	102.00000	hyd_con	1	1	1950	1650	1
HK0821	102.00000	hyd_con	1	1	2050	1650	1
HK0822	102.00000	hyd_con	1	1	2150	1650	1
HK0823	102.00000	hyd_con	1	1	2250	1650	1
HK0824	102.00000	hyd_con	1	1	2350	1650	1
HK0825	102.00000	hyd_con	1	1	2450	1650	1
HK0826	102.00000	hyd_con	1	1	2550	1650	1
HK0827	102.00000	hyd_con	1	1	2650	1650	1
HK0828	102.00000	hyd_con	1	1	2750	1650	1
HK0829	102.00000	hyd_con	1	1	2850	1650	1
HK0830	102.00000	hyd_con	1	1	2950	1650	1
HK0831	102.00000	hyd_con	1	1	3050	1650	1
HK0832	102.00000	hyd_con	1	1	3150	1650	1
HK0833	102.00000	hyd_con	1	1	3250	1650	1
HK0834	102.00000	hyd_con	1	1	3350	1650	1
HK0835	102.00000	hyd_con	1	1	3450	1650	1
HK0836	102.00000	hyd_con	1	1	3550	1650	1
HK0837	102.00000	hyd_con	1	1	3650	1650	1
HK0838	102.00000	hyd_con	1	1	3750	1650	1
HK0839	102.00000	hyd_con	1	1	3850	1650	1
HK0840	102.00000	hyd_con	1	1	3950	1650	1
HK0841	102.00000	hyd_con	1	1	4050	1650	1
HK0842	102.00000	hyd_con	1	1	4150	1650	1
HK0843	102.00000	hyd_con	1	1	4250	1650	1
HK0844	102.00000	hyd_con	1	1	4350	1650	1
HK0845	102.00000	hyd_con	1	1	4450	1650	1
HK0846	102.00000	hyd_con	1	1	4550	1650	1
HK0847	102.00000	hyd_con	1	1	4650	1650	1
HK0848	102.00000	hyd_con	1	1	4750	1650	1
HK0849	102.00000	hyd_con	1	1	4850	1650	1
HK0850	102.00000	hyd_con	1	1	4950	1650	1
HK0851	102.00000	hyd_con	1	1	50	1750	1
HK0852	102.00000	hyd_con	1	1	150	1750	1
HK0853	102.00000	hyd_con	1	1	250	1750	1
HK0854	102.00000	hyd_con	1	1	350	1750	1
HK0855	102.00000	hyd_con	1	1	450	1750	1
HK0856	102.00000	hyd_con	1	1	550	1750	1
HK0857	102.00000	hyd_con	1	1	650	1750	1
HK0858	102.00000	hyd_con	1	1	750	1750	1
HK0859	102.00000	hyd_con	1	1	850	1750	1
HK0860	102.00000	hyd_con	1	1	950	1750	1
HK0861	102.00000	hyd_con	1	1	1050	1750	1
HK0862	102.00000	hyd_con	1	1	1150	1750	1
HK0863	102.00000	hyd_con	1	1	1250	1750	1
HK0864	102.00000	hyd_con	1	1	1350	1750	1
HK0865	102.00000	hyd_con	1	1	1450	1750	1
HK0866	102.00000	hyd_con	1	1	1550	1750	1
HK0867	102.00000	hyd_con	1	1	1650	1750	1
HK0868	102.00000	hyd_con	1	1	1750	1750	1
HK0869	102.00000	hyd_con	1	1	1850	1750	1
HK0870	102.00000	hyd_con	1	1	1950	1750	1
HK0871	102.00000	hyd_con	1	1	2050	1750	1
HK0872	102.00000	hyd_con	1	1	2150	1750	1
HK0873	102.00000	hyd_con	1	1	2250	1750	1
HK0874	102.00000	hyd_con	1	1	2350	1750	1
HK0875	102.00000	hyd_con	1	1	2450	1750	1
HK0876	102.00000	hyd_con	1	1	2550	1750	1
HK0877	102.00000	hyd_con	1	1	2650	1750	1
HK0878	102.00000	hyd_con	1	1	2750	1750	1
HK0879	102.00000	hyd_con	1	1	2850	1750	1
HK0880	102.00000	hyd_con	1	1	2950	1750	1
HK0881	102.00000	hyd_con	1	1	3050	1750	1
HK0882	102.00000	hyd_con	1	1	3150	1750	1
HK0883	102.00000	hyd_con	1	1	3250	1750	1
HK0884	102.00000	hyd_con	1	1	3350	1750	1
HK0885	102.00000	hyd_con	1	1	3450	1750	1
HK0886	102.00000	hyd_con	1	1	3550	1750	1
HK0887	102.00000	hyd_con	1	1	3650	1750	1
HK0888	102.00000	hyd_con	1	1	3750	1750	1
HK0889	102.00000	hyd_con	1	1	3850	1750	1
HK0890	102.00000	hyd_con	1	1	3950	1750	1
HK0891	102.00000	hyd_con	1	1	4050	1750	1
HK0892	102.00000	hyd_con	1	1	4150	1750	1
HK0893	102.00000	hyd_con	1	1	4250	1750	1
HK0894	102.00000	hyd_con	1	1	4350	1750	1
HK0895	102.00000	hyd_con	1	1	4450	1750	1
HK0896	102.00000	hyd_con	1	1	4550	1750	1
HK0897	102.00000	hyd_con	1	1	4650	1750	1
HK0898	102.00000	hyd_con	1	1	4750	1750	1
HK0899	102.00000	hyd_con	1	1	4850	1750	1
HK0900	102.00000	hyd_con	1	1	4950	1750	1
HK0901	102.00000	hyd_con	1	1	50	1850	1
HK0902	102.00000	hyd_con	1	1	150	1850	1
HK0903	102.00000	hyd_con	1	1	250	1850	1
HK0904	102.00000	hyd_con	1	1	350	1850	1
HK0905	102.00000	hyd_con	1	1	450	1850	1
HK0906	102.00000	hyd_con	1	1	550	1850	1
HK0907	102.00000	hyd_con	1	1	650	1850	1
HK0908	102.00000	hyd_con	1	1	750	1850	1
HK0909	102.00000	hyd_con	1	1	850	1850	1
HK0910	102.00000	hyd_con	1	1	950	1850	1
HK0911	102.00000	hyd_con	1	1	1050	1850	1
HK0912	102.00000	hyd_con	1	1	1150	1850	1
HK0913	102.00000	hyd_con	1	1	1250	1850	1
HK0914	102.00000	hyd_con	1	1	1350	1850	1
HK0915	102.00000	hyd_con	1	1	1450	1850	1
HK0916	102.00000	hyd_con	1	1	1550	1850	1
HK0917	102.00000	hyd_con	1	1	1650	1850	1
HK0918	102.00000	hyd_con	1	1	1750	1850	1
HK0919	102.00000	hyd_con	1	1	1850	1850	1
HK0920	102.00000	hyd_con	1	1	1950	1850	1
HK0921	102.00000	hyd_con	1	1	2050	1850	1
HK0922	102.00000	hyd_con	1	1	2150	1850	1
HK0923	102.00000	hyd_con	1	1	2250	1850	1
HK0924	102.00000	hyd_con	1	1	2350	1850	1
HK0925	102.00000	hyd_con	1	1	2450	1850	1
HK0926	102.00000	hyd_con	1	1	2550	1850	1
HK0927	102.00000	hyd_con	1	1	2650	1850	1
HK0928	102.00000	hyd_con	1	1	2750	1850	1
HK0929	102.00000	hyd_con	1	1	2850	1850	1
HK0930	102.00000	hyd_con	1	1	2950	1850	1
HK0931	102.00000	hyd_con	1	1	3050	1850	1
HK0932	102.00000	hyd_con	1	1	3150	1850	1
HK0933	102.00000	hyd_con	1	1	3250	1850	1
HK0934	102.00000	hyd_con	1	1	3350	1850	1
HK0935	102.00000	hyd_con	1	1	3450	1850	1
HK0936	102.00000	hyd_con	1	1	3550	1850	1
HK0937	102.00000	hyd_con	1	1	3650	1850	1
HK0938	102.00000	hyd_con	1	1	3750	1850	1
HK0939	102.00000	hyd_con	1	1	3850	1850	1
HK0940	102.00000	hyd_con	1	1	3950	1850	1
HK0941	102.00000	hyd_con	1	1	4050	1850	1
HK0942	102.00000	hyd_con	1	1	4150	1850	1
HK0943	102.00000	hyd_con	1	1	4250	1850	1
HK0944	102.00000	hyd_con	1	1	4350	1850	1
HK0945	102.00000	hyd_con	1	1	4450	1850	1
HK0946	102.00000	hyd_con	1	1	4550	1850	1
HK0947	102.00000	hyd_con	1	1	4650	1850	1
HK0948	102.00000	hyd_con	1	1	4750	1850	1
HK0949	102.00000	hyd_con	1	1	4850	1850	1
HK0950	102.00000	hyd_con	1	1	4950	1850	1
HK0951	102.00000	hyd_con	1	1	50	1950	1
HK0952	102.00000	hyd_con	1	1	150	1950	1
HK0953	102.00000	hyd_con	1	1	250	1950	1
HK0954	102.00000	hyd_con	1	1	350	1950	1
HK0955	102.00000	hyd_con	1	1	450	1950	1
HK0956	102.00000	hyd_con	1	1	550	1950	1
HK0957	102.00000	hyd_con	1	1	650	1950	1
HK0958	102.00000	hyd_con	1	1	750	1950	1
HK0959	102.00000	hyd_con	1	1	850	1950	1
HK0960	102.00000	hyd_con	1	1	950	1950	1
HK0961	102.00000	hyd_con	1	1	1050	1950	1
HK0962	102.00000	hyd_con	1	1	1150	1950	1
HK0963	102.00000	hyd_con	1	1	1250	1950	1
HK0964	102.00000	hyd_con	1	1	1350	1950	1
HK0965	102.00000	hyd_con	1	1	1450	1950	1
HK0966	102.00000	hyd_con	1	1	1550	1950	1
HK0967	102.00000	hyd_con	1	1	1650	1950	1
HK0968	102.00000	hyd_con	1	1	1750	1950	1
HK0969	102.00000	hyd_con	1	1	1850	1950	1
HK0970	102.00000	hyd_con	1	1	1950	1950	1
HK0971	102.00000	hyd_con	1	1	2050	1950	1
HK0972	102.00000	hyd_con	1	1	2150	1950	1
HK0973	102.00000	hyd_con	1	1	2250	1950	1
HK0974	102.00000	hyd_con	1	1	2350	1950	1
HK0975	102.00000	hyd_con	1	1	2450	1950	1
HK0976	102.00000	hyd_con	1	1	2550	1950	1
HK0977	102.00000	hyd_con	1	1	2650	1950	1
HK0978	102.00000	hyd_con	1	1	2750	1950	1
HK0979	102.00000	hyd_con	1	1	2850	1950	1
HK0980	102.00000	hyd_con	1	1	2950	1950	1
HK0981	102.00000	hyd_con	1	1	3050	1950	1
HK0982	102.00000	hyd_con	1	1	3150	1950	1
HK0983	102.00000	hyd_con	1	1	3250	1950	1
HK0984	102.00000	hyd_con	1	1	3350	1950	1
HK0985	102.00000	hyd_con	1	1	3450	1950	1
HK0986	102.00000	hyd_con	1	1	3550	1950	1
HK0987	102.00000	hyd_con	1	1	3650	1950	1
HK0988	102.00000	hyd_con	1	1	3750	1950	1
HK0989	102.00000	hyd_con	1	1	3850	1950	1
HK0990	102.00000	hyd_con	1	1	3950	1950	1
HK0991	102.00000	hyd_con	1	1	4050	1950	1
HK0992	102.00000	hyd_con	1	1	4150	1950	1
HK0993	102.00000	hyd_con	1	1	4250	1950	1
HK0994	102.00000	hyd_con	1	1	4350	1950	1
HK0995	102.00000	hyd_con	1	1	4450	1950	1
HK0996	102.00000	hyd_con	1	1	4550	1950	1
HK0997	102.00000	hyd_con	1	1	4650	1950	1
HK0998	102.00000	hyd_con	1	1	4750	1950	1
HK0999	102.00000	hyd_con	1	1	4850	1950	1
HK1000	102.00000	hyd_con	1	1	4950	1950	1
HK1001	102.00000	hyd_con	1	1	50	2050	1
HK1002	102.00000	hyd_con	1	1	150	2050	1
HK1003	102.00000	hyd_con	1	1	250	2050	1
HK1004	102.00000	hyd_con	1	1	350	2050	1
HK1005	102.00000	hyd_con	1	1	450	2050	1
HK1006	102.00000	hyd_con	1	1	550	2050	1
HK1007	102.00000	hyd_con	1	1	650	2050	1
HK1008	102.00000	hyd_con	1	1	750	2050	1
